order_id,order_date,ship_mode,segment,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,customer_id
4701,2023-08-25,Standard Class,Home Office,Office Supplies,Storage,OFF-ST-10004180,60.0,70.0,2,2,401
4702,2023-11-19,Standard Class,Home Office,Office Supplies,Paper,OFF-PA-10003657,10.0,10.0,2,3,2840
4703,2023-12-17,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10001967,10.0,10.0,1,4,367
4704,2022-04-03,Standard Class,Corporate,Office Supplies,Appliances,OFF-AP-10002082,10.0,10.0,2,5,4473
4705,2022-03-16,First Class,Consumer,Office Supplies,Supplies,OFF-SU-10000381,60.0,70.0,7,5,2317
4706,2023-08-04,First Class,Consumer,Office Supplies,Labels,OFF-LA-10002475,10.0,10.0,2,3,2324
4707,2022-05-05,First Class,Consumer,Furniture,Furnishings,FUR-FU-10003975,140.0,170.0,4,2,4718
4708,2022-01-03,First Class,Consumer,Office Supplies,Binders,OFF-BI-10003091,840.0,900.0,5,5,2047
4709,2022-09-27,First Class,Consumer,Office Supplies,Storage,OFF-ST-10002974,120.0,130.0,3,3,4199
4710,2023-06-08,First Class,Consumer,Office Supplies,Art,OFF-AR-10000255,10.0,10.0,2,5,4031
4711,2022-02-10,First Class,Consumer,Technology,Accessories,TEC-AC-10001284,60.0,60.0,3,3,2797
4712,2022-03-18,Same Day,Consumer,Office Supplies,Binders,OFF-BI-10003529,10.0,10.0,1,4,270
4713,2023-09-19,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000029,30.0,40.0,7,5,1080
4714,2023-10-10,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002116,50.0,60.0,2,2,177
4715,2023-10-04,First Class,Consumer,Technology,Phones,TEC-PH-10002200,280.0,340.0,2,3,1339
4716,2023-01-22,Standard Class,Consumer,Technology,Phones,TEC-PH-10000441,190.0,200.0,2,4,548
4717,2022-01-28,Second Class,Home Office,Furniture,Tables,FUR-TA-10002958,440.0,520.0,2,4,3208
4718,2023-06-07,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10001662,10.0,10.0,3,2,2629
4719,2022-01-08,First Class,Corporate,Office Supplies,Paper,OFF-PA-10004101,40.0,50.0,7,5,2359
4720,2023-12-24,Second Class,Home Office,Office Supplies,Storage,OFF-ST-10002756,890.0,950.0,7,2,4332
4721,2023-12-12,Second Class,Home Office,Office Supplies,Paper,OFF-PA-10000483,60.0,60.0,2,2,1319
4722,2022-12-13,Second Class,Consumer,Furniture,Tables,FUR-TA-10002041,220.0,270.0,3,5,540
4723,2023-04-15,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10001166,10.0,10.0,1,3,161
4724,2022-03-17,Same Day,Consumer,Office Supplies,Labels,OFF-LA-10004345,10.0,10.0,3,5,2454
4725,2023-01-28,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10002852,10.0,10.0,2,3,1157
4726,2022-06-08,Standard Class,Home Office,Office Supplies,Appliances,OFF-AP-10001058,540.0,670.0,3,5,1009
4727,2022-09-13,Second Class,Home Office,Office Supplies,Storage,OFF-ST-10003470,1050.0,1120.0,4,4,4108
4728,2023-04-18,Second Class,Home Office,Furniture,Bookcases,FUR-BO-10003159,220.0,280.0,3,3,3788
4729,2023-02-11,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10003684,100.0,120.0,7,3,218
4730,2023-06-07,Second Class,Consumer,Technology,Accessories,TEC-AC-10000487,20.0,20.0,3,3,4275
4731,2023-04-19,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10001736,180.0,210.0,6,2,2899
4732,2022-01-17,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10001609,10.0,10.0,3,5,1232
4733,2023-01-23,Second Class,Consumer,Technology,Accessories,TEC-AC-10003116,40.0,50.0,3,2,4042
4734,2023-02-24,Second Class,Consumer,Furniture,Furnishings,FUR-FU-10004586,20.0,20.0,3,2,892
4735,2022-11-26,Standard Class,Corporate,Furniture,Chairs,FUR-CH-10000454,570.0,660.0,3,3,856
4736,2023-06-12,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10004970,10.0,10.0,2,3,650
4737,2023-03-05,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10002824,20.0,30.0,2,5,5065
4738,2023-12-05,Standard Class,Home Office,Technology,Accessories,TEC-AC-10003657,60.0,70.0,2,5,2066
4739,2023-09-23,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10003510,50.0,60.0,2,3,2282
4740,2022-03-28,Standard Class,Consumer,Furniture,Tables,FUR-TA-10001676,30.0,40.0,1,4,538
4741,2022-11-23,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10004853,10.0,10.0,2,3,4611
4742,2023-06-02,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10000315,10.0,10.0,3,5,388
4743,2023-12-05,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10000381,30.0,30.0,3,2,388
4744,2022-03-20,Same Day,Consumer,Office Supplies,Fasteners,OFF-FA-10002763,10.0,10.0,2,4,3144
4745,2023-12-28,Same Day,Consumer,Office Supplies,Storage,OFF-ST-10000877,190.0,220.0,4,5,1831
4746,2022-01-11,Same Day,Consumer,Office Supplies,Binders,OFF-BI-10001071,110.0,130.0,2,4,1976
4747,2022-05-26,Same Day,Consumer,Office Supplies,Binders,OFF-BI-10001097,20.0,20.0,3,4,3614
4748,2023-02-19,Same Day,Corporate,Office Supplies,Supplies,OFF-SU-10004782,30.0,30.0,3,3,977
4749,2023-07-23,Same Day,Corporate,Furniture,Furnishings,FUR-FU-10000672,30.0,40.0,3,5,4013
4750,2022-01-04,First Class,Corporate,Office Supplies,Paper,OFF-PA-10002986,30.0,30.0,5,4,915
4751,2023-06-19,First Class,Corporate,Technology,Machines,TEC-MA-10001972,720.0,840.0,3,5,5059
4752,2022-08-25,Standard Class,Consumer,Technology,Phones,TEC-PH-10000169,30.0,40.0,3,3,2939
4753,2023-02-14,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10001482,190.0,210.0,2,5,3711
4754,2023-02-09,Standard Class,Consumer,Technology,Accessories,TEC-AC-10002018,20.0,20.0,4,4,1090
4755,2022-12-22,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000301,10.0,10.0,2,2,4050
4756,2022-12-11,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004381,110.0,120.0,3,5,5041
4757,2022-04-15,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004141,10.0,10.0,2,2,1234
4758,2022-02-02,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10001575,40.0,40.0,7,3,2414
4759,2023-09-27,Standard Class,Consumer,Technology,Phones,TEC-PH-10000984,620.0,780.0,4,2,1690
4760,2023-08-31,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000666,40.0,50.0,2,2,3405
4761,2023-05-02,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10003712,10.0,10.0,2,4,332
4762,2022-10-22,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10003720,10.0,10.0,2,3,2927
4763,2022-12-16,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10001664,10.0,10.0,2,5,3861
4764,2023-06-05,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10001453,150.0,180.0,3,2,1543
4765,2022-02-09,First Class,Consumer,Office Supplies,Art,OFF-AR-10001860,20.0,30.0,4,5,2336
4766,2023-12-09,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10001044,30.0,30.0,1,3,4199
4767,2022-03-07,First Class,Corporate,Technology,Accessories,TEC-AC-10002473,100.0,110.0,5,3,3154
4768,2023-12-15,First Class,Corporate,Technology,Phones,TEC-PH-10001809,310.0,360.0,3,5,117
4769,2022-09-22,Same Day,Consumer,Office Supplies,Paper,OFF-PA-10004733,30.0,30.0,4,5,3369
4770,2023-02-18,Second Class,Home Office,Office Supplies,Binders,OFF-BI-10003355,10.0,10.0,3,2,206
4771,2023-12-07,Second Class,Home Office,Office Supplies,Supplies,OFF-SU-10001212,10.0,10.0,3,4,621
4772,2022-11-03,Second Class,Consumer,Technology,Phones,TEC-PH-10000486,650.0,740.0,8,3,1213
4773,2023-07-14,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10004909,10.0,10.0,1,3,2020
4774,2023-01-16,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10001613,10.0,10.0,5,5,1811
4775,2022-04-05,Standard Class,Consumer,Technology,Phones,TEC-PH-10004447,180.0,220.0,2,4,1886
4776,2023-02-20,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10000255,20.0,20.0,4,5,2308
4777,2023-05-03,Second Class,Corporate,Office Supplies,Labels,OFF-LA-10004425,10.0,10.0,3,2,241
4778,2023-10-18,Second Class,Corporate,Office Supplies,Supplies,OFF-SU-10001664,20.0,30.0,3,3,3102
4779,2023-11-10,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10000696,80.0,100.0,7,3,4650
4780,2022-05-11,First Class,Consumer,Furniture,Chairs,FUR-CH-10002647,50.0,60.0,1,5,4375
4781,2023-02-25,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10002758,580.0,680.0,4,3,343
4782,2023-04-09,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000201,10.0,10.0,3,2,2172
4783,2023-06-24,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10004115,40.0,40.0,7,5,4610
4784,2023-09-01,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000806,240.0,280.0,5,3,272
4785,2023-09-24,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10001473,10.0,10.0,5,3,454
4786,2022-12-05,Standard Class,Consumer,Furniture,Bookcases,FUR-BO-10003450,70.0,70.0,4,3,1069
4787,2023-04-08,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10001545,10.0,10.0,3,3,1281
4788,2023-03-15,Standard Class,Consumer,Technology,Accessories,TEC-AC-10004396,50.0,60.0,4,2,3418
4789,2022-01-26,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002456,40.0,50.0,9,4,4682
4790,2023-09-12,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10001473,40.0,50.0,5,4,1669
4791,2022-07-04,Standard Class,Consumer,Furniture,Tables,FUR-TA-10000849,330.0,360.0,5,5,1782
4792,2022-01-16,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001166,80.0,90.0,3,3,3360
4793,2023-11-03,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10003256,20.0,30.0,3,5,1035
4794,2022-04-04,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10002870,20.0,20.0,4,3,1811
4795,2023-12-02,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10001215,40.0,40.0,1,5,2814
4796,2022-09-06,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004187,10.0,10.0,3,2,4197
4797,2022-04-30,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10001718,50.0,60.0,3,2,759
4798,2023-04-04,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10004983,20.0,30.0,6,3,1701
4799,2022-04-11,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10002396,30.0,30.0,3,4,3329
4800,2023-11-10,Standard Class,Corporate,Technology,Phones,TEC-PH-10003988,40.0,40.0,5,3,120
4801,2022-02-17,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10002467,15.0,15.0,2,3,4203
4802,2022-07-11,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10004002,10.0,10.0,2,3,3791
4803,2023-10-21,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10002309,10.0,10.0,8,3,543
4804,2023-11-25,Second Class,Consumer,Technology,Phones,TEC-PH-10003885,40.0,40.0,1,4,4106
4805,2023-12-21,Second Class,Consumer,Furniture,Furnishings,FUR-FU-10002501,70.0,90.0,9,3,1933
4806,2022-03-26,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10000176,40.0,40.0,2,4,2219
4807,2022-02-25,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10000327,30.0,40.0,10,4,2020
4808,2023-09-05,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10004634,30.0,30.0,3,5,162
4809,2023-10-29,Standard Class,Corporate,Office Supplies,Envelopes,OFF-EN-10003040,50.0,60.0,3,4,2634
4810,2023-09-17,First Class,Consumer,Office Supplies,Paper,OFF-PA-10003228,180.0,200.0,4,4,4062
4811,2022-06-09,First Class,Consumer,Technology,Phones,TEC-PH-10004345,200.0,240.0,2,2,3151
4812,2022-04-25,Second Class,Consumer,Furniture,Chairs,FUR-CH-10000785,360.0,380.0,3,3,2730
4813,2022-06-27,Second Class,Consumer,Technology,Copiers,TEC-CO-10004115,1080.0,1200.0,4,2,1616
4814,2023-05-04,Second Class,Consumer,Furniture,Furnishings,FUR-FU-10002813,50.0,50.0,3,5,238
4815,2023-03-01,First Class,Consumer,Office Supplies,Paper,OFF-PA-10002751,20.0,20.0,3,3,1303
4816,2022-01-30,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004569,20.0,20.0,3,2,3366
4817,2022-10-02,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10002998,20.0,30.0,2,3,3482
4818,2023-05-06,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10003287,70.0,80.0,2,2,1857
4819,2023-08-23,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10001370,200.0,230.0,4,5,4388
4820,2023-12-29,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004040,10.0,10.0,2,3,3332
4821,2023-03-09,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10002651,380.0,460.0,8,3,2430
4822,2022-06-06,Standard Class,Consumer,Technology,Accessories,TEC-AC-10002402,340.0,380.0,6,3,3634
4823,2023-11-23,Same Day,Home Office,Office Supplies,Binders,OFF-BI-10001658,30.0,40.0,6,3,2714
4824,2022-07-11,Standard Class,Consumer,Technology,Machines,TEC-MA-10000752,30.0,30.0,7,5,1833
4825,2023-08-16,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10003817,120.0,130.0,3,5,4078
4826,2022-01-05,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10001876,70.0,80.0,3,3,15
4827,2023-05-02,First Class,Corporate,Office Supplies,Binders,OFF-BI-10003460,10.0,10.0,4,2,2546
4828,2023-02-06,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10000464,70.0,70.0,2,3,4551
4829,2022-08-26,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10001919,10.0,10.0,3,2,4066
4830,2022-07-11,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10002393,10.0,10.0,3,4,4318
4831,2023-07-11,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10001293,210.0,250.0,6,3,286
4832,2023-04-02,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10004258,40.0,40.0,3,4,2185
4833,2022-05-27,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10002214,20.0,20.0,2,2,1923
4834,2022-10-02,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004970,10.0,10.0,3,5,665
4835,2022-07-19,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10002571,30.0,40.0,5,2,3820
4836,2023-05-01,Standard Class,Home Office,Office Supplies,Paper,OFF-PA-10002581,50.0,60.0,2,3,342
4837,2022-12-28,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10001097,20.0,20.0,4,5,3826
4838,2022-10-18,First Class,Consumer,Office Supplies,Binders,OFF-BI-10003429,20.0,20.0,2,2,102
4839,2022-04-10,First Class,Consumer,Office Supplies,Paper,OFF-PA-10000682,30.0,30.0,6,2,1706
4840,2022-08-30,First Class,Consumer,Technology,Phones,TEC-PH-10001700,140.0,160.0,4,5,4077
4841,2023-04-15,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10000629,30.0,30.0,2,2,4857
4842,2023-02-27,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10001267,10.0,10.0,3,2,606
4843,2023-09-23,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10001418,200.0,240.0,5,5,1062
4844,2023-01-03,First Class,Consumer,Office Supplies,Fasteners,OFF-FA-10004968,10.0,10.0,4,5,3522
4845,2022-05-08,First Class,Corporate,Office Supplies,Binders,OFF-BI-10004140,10.0,10.0,2,4,712
4846,2022-03-09,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10003460,10.0,10.0,3,5,3238
4847,2023-01-22,Second Class,Corporate,Technology,Phones,TEC-PH-10002115,220.0,260.0,5,4,3462
4848,2022-10-18,Second Class,Corporate,Office Supplies,Art,OFF-AR-10003478,70.0,70.0,11,3,4082
4849,2023-11-30,Second Class,Corporate,Office Supplies,Art,OFF-AR-10000475,10.0,10.0,1,5,1085
4850,2023-10-10,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10003045,10.0,10.0,2,3,130
4851,2023-01-01,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10000454,860.0,980.0,5,2,469
4852,2023-01-03,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10000380,270.0,300.0,8,2,3513
4853,2023-09-03,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000736,470.0,490.0,6,4,3411
4854,2022-06-14,Second Class,Consumer,Furniture,Furnishings,FUR-FU-10004270,10.0,10.0,3,4,2508
4855,2023-07-08,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10000617,10.0,10.0,3,5,404
4856,2022-11-10,Second Class,Consumer,Furniture,Furnishings,FUR-FU-10001706,10.0,10.0,3,2,1046
4857,2023-03-10,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10003364,60.0,70.0,3,4,3496
4858,2022-04-03,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10001861,60.0,80.0,4,3,4926
4859,2022-05-26,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10004845,390.0,460.0,9,4,1671
4860,2022-03-13,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10000823,10.0,10.0,7,4,4358
4861,2023-02-09,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10001359,1490.0,1790.0,2,5,1464
4862,2023-07-15,Second Class,Home Office,Technology,Phones,TEC-PH-10001835,670.0,760.0,6,2,144
4863,2023-09-20,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10001191,20.0,20.0,1,5,3313
4864,2023-12-28,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10003982,40.0,50.0,3,3,523
4865,2022-09-04,Standard Class,Consumer,Technology,Phones,TEC-PH-10001425,190.0,240.0,3,2,4189
4866,2022-09-28,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10001215,2260.0,2400.0,6,4,54
4867,2022-07-07,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10001718,500.0,560.0,11,3,3297
4868,2022-11-12,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000991,310.0,340.0,3,5,4303
4869,2023-12-23,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10001613,10.0,10.0,3,4,4437
4870,2022-09-27,Standard Class,Corporate,Technology,Phones,TEC-PH-10003437,80.0,90.0,2,5,107
4871,2023-06-09,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10000675,220.0,230.0,7,5,650
4872,2023-01-17,Standard Class,Consumer,Office Supplies,Fasteners,OFF-FA-10000840,10.0,10.0,2,3,3205
4873,2022-12-06,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10001947,20.0,20.0,5,5,4206
4874,2022-06-06,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10002301,50.0,50.0,3,4,3212
4875,2022-02-19,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10001922,40.0,50.0,1,4,3770
4876,2022-02-05,Standard Class,Corporate,Technology,Accessories,TEC-AC-10001267,110.0,120.0,5,3,1155
4877,2022-12-10,Standard Class,Home Office,Office Supplies,Storage,OFF-ST-10000532,60.0,60.0,2,2,1492
4878,2023-06-23,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10002335,10.0,10.0,3,5,4933
4879,2022-09-23,First Class,Consumer,Office Supplies,Binders,OFF-BI-10000201,10.0,10.0,3,4,4594
4880,2022-04-20,Second Class,Corporate,Office Supplies,Envelopes,OFF-EN-10004846,10.0,10.0,2,2,4324
4881,2022-06-24,Second Class,Corporate,Furniture,Chairs,FUR-CH-10000454,850.0,980.0,4,5,4356
4882,2022-10-28,Second Class,Corporate,Technology,Accessories,TEC-AC-10004145,1870.0,2250.0,9,5,1543
4883,2022-08-16,Second Class,Corporate,Office Supplies,Storage,OFF-ST-10001580,50.0,60.0,4,2,4535
4884,2022-09-25,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10003876,140.0,170.0,5,4,1397
4885,2022-08-02,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10001972,10.0,10.0,2,2,2188
4886,2023-03-26,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10000595,100.0,110.0,5,5,2957
4887,2022-02-23,Second Class,Corporate,Furniture,Chairs,FUR-CH-10004477,160.0,180.0,3,4,71
4888,2023-03-13,Second Class,Corporate,Technology,Accessories,TEC-AC-10003441,90.0,100.0,6,4,3036
4889,2023-01-31,Second Class,Corporate,Office Supplies,Storage,OFF-ST-10004459,990.0,1130.0,3,4,2790
4890,2023-03-17,Second Class,Corporate,Office Supplies,Storage,OFF-ST-10003805,1070.0,1260.0,6,2,1704
4891,2022-05-11,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10001246,10.0,10.0,3,5,256
4892,2023-03-15,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10001295,40.0,40.0,2,4,4915
4893,2023-03-11,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10001231,10.0,10.0,2,5,4546
4894,2023-03-05,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10002743,210.0,230.0,2,2,1765
4895,2023-11-06,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10004327,50.0,50.0,1,5,538
4896,2022-12-14,Standard Class,Corporate,Office Supplies,Envelopes,OFF-EN-10004773,50.0,60.0,2,3,3638
4897,2023-05-31,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10003470,930.0,1120.0,4,4,992
4898,2023-03-04,First Class,Consumer,Furniture,Chairs,FUR-CH-10003761,150.0,180.0,2,2,5058
4899,2023-07-27,First Class,Consumer,Office Supplies,Paper,OFF-PA-10002230,10.0,10.0,2,4,4431
4900,2022-11-01,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000088,20.0,30.0,8,5,4033
4901,2023-07-27,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10001526,410.0,480.0,4,2,3617
4902,2022-09-22,Standard Class,Corporate,Office Supplies,Supplies,OFF-SU-10002557,10.0,10.0,1,3,3778
4903,2023-02-15,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10003669,20.0,30.0,6,2,2346
4904,2023-10-02,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10003510,80.0,90.0,3,3,174
4905,2023-05-29,Second Class,Corporate,Furniture,Chairs,FUR-CH-10003746,570.0,670.0,3,3,3147
4906,2023-12-07,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10003476,20.0,20.0,4,4,4965
4907,2023-08-11,Second Class,Corporate,Office Supplies,Storage,OFF-ST-10001469,240.0,270.0,5,2,3511
4908,2023-01-22,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10001757,10.0,10.0,8,4,693
4909,2023-01-04,Second Class,Consumer,Technology,Phones,TEC-PH-10004875,10.0,10.0,2,3,3853
4910,2023-09-22,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10001219,20.0,20.0,3,3,495
4911,2023-10-18,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000019,40.0,40.0,7,3,4407
4912,2023-02-09,Standard Class,Consumer,Technology,Phones,TEC-PH-10001924,90.0,110.0,2,4,4460
4913,2023-07-25,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10002003,10.0,10.0,5,5,1215
4914,2022-05-27,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10003727,10.0,10.0,2,3,626
4915,2023-09-15,Second Class,Consumer,Office Supplies,Art,OFF-AR-10004042,40.0,40.0,2,4,38
4916,2023-09-25,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10001097,10.0,10.0,3,4,584
4917,2022-09-25,Second Class,Consumer,Office Supplies,Art,OFF-AR-10004344,60.0,70.0,7,3,2870
4918,2023-04-20,Second Class,Consumer,Furniture,Chairs,FUR-CH-10001802,220.0,250.0,3,5,2853
4919,2022-08-23,Standard Class,Corporate,Furniture,Bookcases,FUR-BO-10004709,160.0,170.0,3,4,2147
4920,2022-09-18,Standard Class,Corporate,Technology,Phones,TEC-PH-10000455,190.0,230.0,2,3,2374
4921,2023-12-29,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10002393,20.0,20.0,2,2,4656
4922,2022-12-21,Second Class,Home Office,Office Supplies,Paper,OFF-PA-10004381,100.0,100.0,2,3,4483
4923,2022-01-07,Second Class,Home Office,Office Supplies,Fasteners,OFF-FA-10003059,10.0,10.0,2,3,1986
4924,2023-06-10,Second Class,Home Office,Office Supplies,Paper,OFF-PA-10000994,540.0,630.0,6,3,3128
4925,2022-10-14,Second Class,Home Office,Technology,Phones,TEC-PH-10002890,70.0,90.0,2,2,1765
4926,2023-08-24,First Class,Corporate,Office Supplies,Art,OFF-AR-10003338,10.0,10.0,2,5,2350
4927,2022-01-09,Standard Class,Consumer,Furniture,Tables,FUR-TA-10003008,70.0,90.0,1,5,1958
4928,2022-02-21,Standard Class,Home Office,Office Supplies,Paper,OFF-PA-10001972,20.0,20.0,3,5,1806
4929,2023-03-16,Standard Class,Home Office,Furniture,Chairs,FUR-CH-10000155,810.0,900.0,3,5,1928
4930,2022-02-09,First Class,Consumer,Office Supplies,Art,OFF-AR-10000658,50.0,60.0,5,3,1409
4931,2022-03-08,First Class,Consumer,Office Supplies,Paper,OFF-PA-10000349,10.0,10.0,3,4,922
4932,2023-11-23,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10001446,20.0,20.0,2,4,524
4933,2022-09-09,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10004483,10.0,10.0,1,4,4126
4934,2022-04-15,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10002012,10.0,10.0,2,4,715
4935,2022-05-27,Standard Class,Consumer,Office Supplies,Fasteners,OFF-FA-10003021,10.0,10.0,3,5,4916
4936,2022-06-24,Standard Class,Corporate,Technology,Phones,TEC-PH-10003356,20.0,20.0,3,2,3152
4937,2023-08-29,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10004728,20.0,30.0,7,2,2476
4938,2023-09-10,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000078,1220.0,1330.0,5,2,1492
4939,2022-11-23,Standard Class,Consumer,Furniture,Bookcases,FUR-BO-10003034,310.0,330.0,3,2,2041
4940,2023-06-19,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10003514,20.0,20.0,5,5,7
4941,2023-02-08,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10001708,1160.0,1270.0,9,2,1402
4942,2022-04-21,Standard Class,Consumer,Furniture,Bookcases,FUR-BO-10002598,220.0,280.0,4,2,1139
4943,2023-03-29,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10001022,10.0,10.0,2,2,3093
4944,2022-12-28,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10004459,320.0,380.0,1,2,4501
4945,2023-05-28,First Class,Consumer,Office Supplies,Paper,OFF-PA-10004381,90.0,100.0,2,5,4448
