Order Id,Order Date,Ship Mode,Segment,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent,Customer ID
6169,31-05-2023,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10004530,20,20,2,2,1858
6170,20-04-2023,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10002986,10,10,2,3,4565
6171,29-01-2023,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10000948,30,30,3,5,901
6172,31-03-2023,Second Class,Corporate,Office Supplies,Art,OFF-AR-10001545,0,0,2,5,4051
6173,27-08-2023,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10001758,20,30,5,5,616
6174,02-11-2022,Standard Class,Home Office,Technology,Accessories,TEC-AC-10003237,20,20,2,5,1596
6175,11-01-2023,Standard Class,Home Office,Office Supplies,Storage,OFF-ST-10002011,710,840,2,3,194
6176,19-05-2023,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10000309,1420,1690,4,3,605
6177,28-05-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10002444,80,90,7,2,4567
6178,12-02-2022,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10001453,100,120,2,5,2173
6179,23-02-2022,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001801,20,20,4,2,2174
6180,04-01-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000563,60,60,2,3,3062
6181,15-09-2022,Standard Class,Consumer,Technology,Phones,TEC-PH-10000369,510,630,5,3,4973
6182,23-11-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10002538,90,110,3,2,1793
6183,20-09-2022,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000050,10,10,2,5,2838
6184,13-05-2023,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10004186,710,890,8,3,2070
6185,14-06-2022,First Class,Home Office,Furniture,Chairs,FUR-CH-10004218,380,400,5,5,193
6186,20-05-2022,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10002952,100,110,10,4,2463
6187,20-05-2022,First Class,Corporate,Office Supplies,Storage,OFF-ST-10003058,60,70,3,5,2612
6188,14-07-2022,First Class,Corporate,Office Supplies,Binders,OFF-BI-10003963,20,30,6,2,181
6189,15-05-2023,First Class,Corporate,Office Supplies,Art,OFF-AR-10001955,110,120,6,4,2865
6190,12-03-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10004345,360,380,4,3,3295
6191,13-08-2023,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10003192,750,800,9,5,3315
6192,16-08-2022,Same Day,Consumer,Office Supplies,Storage,OFF-ST-10001325,30,30,3,2,3436
6193,07-10-2022,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000019,20,30,5,2,3286
6194,18-10-2022,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10003429,10,10,5,5,2035
6195,18-01-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000176,70,80,5,3,4403
6196,01-01-2022,Standard Class,Consumer,Technology,Phones,TEC-PH-10004165,300,330,2,3,4068
6197,08-05-2023,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000352,60,70,3,3,3725
6198,25-01-2022,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000726,50,60,7,4,568
6199,05-10-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10001536,50,50,3,2,2734
6200,09-02-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001790,80,100,2,5,3164
6201,05-05-2023,Standard Class,Consumer,Technology,Copiers,TEC-CO-10001766,1370,1440,4,3,3436
6202,24-01-2022,Standard Class,Consumer,Technology,Accessories,TEC-AC-10004396,30,40,3,5,1228
6203,20-06-2023,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10001708,460,560,5,4,4941
6204,26-10-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10001305,190,240,8,4,3389
6205,12-11-2023,First Class,Home Office,Furniture,Furnishings,FUR-FU-10002885,10,10,2,2,3308
6206,30-11-2022,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10000726,50,50,7,5,620
6207,31-05-2023,Second Class,Consumer,Office Supplies,Fasteners,OFF-FA-10003112,30,30,4,2,1789
6208,29-05-2023,Second Class,Consumer,Furniture,Chairs,FUR-CH-10002372,50,60,1,2,1177
6209,08-08-2022,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10000563,50,50,2,5,1937
6210,07-01-2023,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10003925,2260,2790,9,2,374
6211,10-09-2023,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10003306,890,1000,7,3,3048
6212,14-02-2023,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10001475,60,70,3,4,1377
6213,09-07-2023,Second Class,Consumer,Office Supplies,Fasteners,OFF-FA-10003495,20,20,3,2,3740
6214,01-08-2022,Second Class,Consumer,Office Supplies,Appliances,OFF-AP-10004708,70,80,2,3,2227
6215,15-08-2022,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10001219,10,10,1,4,2578
6216,05-07-2023,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10000087,60,70,3,2,3367
6217,10-12-2022,Standard Class,Corporate,Office Supplies,Envelopes,OFF-EN-10001539,50,60,8,2,3031
6218,07-03-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10004897,20,30,3,3,4207
6219,20-12-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10001300,110,130,6,5,294
6220,27-08-2022,Standard Class,Consumer,Technology,Phones,TEC-PH-10001557,170,190,2,3,2503
6221,02-01-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000617,20,20,7,2,2751
6222,29-12-2023,Second Class,Consumer,Office Supplies,Labels,OFF-LA-10000121,60,60,9,4,843
6223,29-01-2022,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10000087,60,70,4,4,4271
6224,06-12-2022,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10000422,10,10,7,3,76
6225,29-10-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10004123,180,220,3,2,3279
6226,15-06-2023,Standard Class,Consumer,Furniture,Bookcases,FUR-BO-10003660,60,70,1,4,2735
6227,21-10-2023,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10000422,260,290,4,2,3320
6228,11-01-2022,Standard Class,Consumer,Technology,Phones,TEC-PH-10002923,80,90,3,4,3565
6229,06-07-2023,Standard Class,Home Office,Technology,Phones,TEC-PH-10004093,90,110,4,4,1466
6230,26-11-2022,Standard Class,Home Office,Technology,Accessories,TEC-AC-10000171,50,60,3,2,4763
6231,14-06-2022,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10001166,30,30,4,5,4165
6232,18-12-2022,Same Day,Consumer,Furniture,Chairs,FUR-CH-10003199,150,180,2,3,3733
6233,22-01-2023,Same Day,Consumer,Office Supplies,Paper,OFF-PA-10002005,20,20,3,5,1420
6234,17-02-2023,Same Day,Consumer,Office Supplies,Paper,OFF-PA-10004101,70,70,11,3,2687
6235,08-06-2022,Same Day,Consumer,Office Supplies,Binders,OFF-BI-10004600,1190,1470,5,3,3156
6236,08-04-2023,Same Day,Consumer,Technology,Phones,TEC-PH-10000127,60,80,5,3,290
6237,11-02-2022,Standard Class,Corporate,Office Supplies,Envelopes,OFF-EN-10004386,60,60,3,2,111
6238,28-05-2022,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004506,20,30,4,3,3830
6239,25-10-2022,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10004597,140,170,3,2,4845
6240,26-03-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10001496,300,360,2,4,4177
6241,15-02-2022,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10004236,10,10,1,4,744
6242,27-09-2022,Second Class,Corporate,Furniture,Furnishings,FUR-FU-10001185,230,250,8,2,3580
6243,08-07-2022,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10000977,20,20,2,5,4841
6244,06-08-2022,Standard Class,Home Office,Office Supplies,Supplies,OFF-SU-10004782,30,30,3,3,663
6245,13-09-2023,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10002067,100,120,6,4,2516
6246,16-07-2023,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10002364,20,20,3,2,67
6247,14-02-2022,Standard Class,Home Office,Technology,Accessories,TEC-AC-10002018,10,10,2,5,4004
6248,26-01-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000632,40,40,1,4,537
6249,26-04-2022,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10003981,10,10,3,4,256
6250,12-10-2023,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10001564,390,470,2,4,4972
6251,22-01-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004082,10,10,1,4,3496
6252,20-06-2023,First Class,Consumer,Office Supplies,Appliances,OFF-AP-10004249,0,0,1,2,2610
6253,20-05-2022,Same Day,Home Office,Office Supplies,Paper,OFF-PA-10003441,60,60,9,5,4685
6254,15-11-2023,Same Day,Home Office,Technology,Phones,TEC-PH-10004922,180,200,3,5,1328
6255,26-02-2022,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10001731,20,20,8,3,4573
6256,21-03-2023,Standard Class,Corporate,Office Supplies,Labels,OFF-LA-10000134,10,10,4,3,4674
6257,06-06-2023,Second Class,Home Office,Office Supplies,Binders,OFF-BI-10003166,0,0,1,3,964
6258,11-07-2022,Second Class,Corporate,Office Supplies,Supplies,OFF-SU-10000646,360,380,2,5,148
6259,09-09-2023,Second Class,Consumer,Office Supplies,Envelopes,OFF-EN-10004459,20,20,3,5,2525
6260,02-08-2022,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10003529,10,10,4,4,4591
6261,01-11-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10002949,10,10,3,2,878
6262,23-06-2022,Standard Class,Corporate,Office Supplies,Labels,OFF-LA-10001158,30,40,4,3,4468
6263,20-12-2023,First Class,Corporate,Office Supplies,Binders,OFF-BI-10004584,400,440,7,3,4947
6264,22-05-2023,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10004965,30,30,3,3,4504
6265,11-05-2023,Same Day,Consumer,Office Supplies,Binders,OFF-BI-10004654,30,30,5,5,307
6266,03-11-2022,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000141,0,0,2,2,4765
6267,29-01-2022,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001019,120,140,9,4,5002
6268,10-08-2023,Second Class,Home Office,Technology,Phones,TEC-PH-10002496,290,310,2,2,1012
6269,25-12-2023,Second Class,Home Office,Office Supplies,Binders,OFF-BI-10000829,20,20,5,3,1824
6270,28-03-2023,Standard Class,Corporate,Technology,Phones,TEC-PH-10001448,30,40,1,2,4661
6271,03-06-2023,Standard Class,Corporate,Furniture,Chairs,FUR-CH-10004983,1030,1160,9,2,2581
6272,29-10-2022,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10004022,170,180,5,3,1087
6273,27-04-2022,First Class,Corporate,Technology,Accessories,TEC-AC-10001284,100,120,7,4,83
6274,30-01-2023,Second Class,Consumer,Furniture,Furnishings,FUR-FU-10001847,10,10,3,5,3568
6275,26-11-2022,Second Class,Consumer,Technology,Accessories,TEC-AC-10004595,400,430,3,5,1971
6276,22-09-2022,Second Class,Consumer,Furniture,Furnishings,FUR-FU-10004164,20,20,5,3,2684
6277,20-02-2022,Second Class,Consumer,Office Supplies,Labels,OFF-LA-10001074,80,90,7,4,4591
6278,27-05-2023,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10000604,60,70,2,2,3892
6279,24-01-2023,Second Class,Consumer,Technology,Phones,TEC-PH-10000148,20,20,2,4,2834
6280,26-02-2023,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10000042,10,10,3,5,115
6281,27-04-2022,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10000443,10,10,2,3,2854
6282,16-10-2022,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002874,50,60,2,3,4090
6283,07-03-2023,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10003994,120,140,3,5,1172
6284,07-09-2022,Standard Class,Corporate,Office Supplies,Envelopes,OFF-EN-10001453,280,300,5,3,836
6285,05-09-2023,Standard Class,Corporate,Furniture,Chairs,FUR-CH-10000988,490,560,5,3,3557
6286,28-01-2023,Standard Class,Corporate,Furniture,Tables,FUR-TA-10003238,590,660,2,3,124
6287,07-11-2023,Standard Class,Home Office,Technology,Phones,TEC-PH-10001061,200,240,3,5,1480
6288,18-05-2022,Standard Class,Corporate,Furniture,Tables,FUR-TA-10003715,460,500,3,5,4112
6289,11-05-2022,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10001597,160,200,6,3,2211
6290,01-10-2023,Second Class,Home Office,Furniture,Chairs,FUR-CH-10004063,790,920,4,3,2190
6291,04-04-2022,Second Class,Home Office,Furniture,Furnishings,FUR-FU-10001979,280,330,8,2,1302
6292,09-03-2023,First Class,Consumer,Furniture,Chairs,FUR-CH-10001854,610,700,2,4,2873
6293,26-08-2022,Standard Class,Consumer,Technology,Phones,TEC-PH-10002923,70,90,3,5,2434
6294,07-10-2022,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10004691,50,60,3,4,3055
6295,15-02-2022,First Class,Corporate,Office Supplies,Binders,OFF-BI-10002931,30,30,1,3,499
6296,17-08-2022,Standard Class,Corporate,Office Supplies,Appliances,OFF-AP-10002651,1570,1740,6,2,1213
6297,26-11-2023,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10000689,670,700,5,2,3062
6298,23-05-2022,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10003302,120,140,4,3,1912
6299,02-01-2022,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10001460,40,40,3,4,645
6300,05-03-2022,First Class,Home Office,Furniture,Furnishings,FUR-FU-10003489,30,30,3,5,2929
6301,05-09-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10002794,20,20,3,4,2230
6302,04-06-2023,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10000461,10,10,2,5,603
6303,01-10-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10001305,190,200,5,2,2716
6304,19-09-2022,Second Class,Home Office,Office Supplies,Paper,OFF-PA-10000167,60,70,3,3,1175
6305,19-05-2022,Same Day,Consumer,Office Supplies,Paper,OFF-PA-10002947,10,10,1,2,5051
6306,07-04-2022,Second Class,Corporate,Office Supplies,Supplies,OFF-SU-10002301,20,20,7,4,973
6307,29-11-2022,Second Class,Corporate,Furniture,Chairs,FUR-CH-10003298,80,100,1,5,3037
6308,21-07-2022,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10004353,40,50,3,5,716
6309,27-08-2023,Second Class,Corporate,Furniture,Chairs,FUR-CH-10000229,570,650,3,3,3073
6310,08-11-2023,Second Class,Corporate,Office Supplies,Labels,OFF-LA-10003930,600,630,8,4,372
6311,24-04-2023,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10000176,20,20,1,4,1779
6312,09-07-2022,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10004006,120,130,3,2,1728
6313,19-01-2022,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10001932,520,580,3,3,4927
6314,26-12-2022,Standard Class,Corporate,Technology,Phones,TEC-PH-10000923,10,10,1,2,4553
6315,08-03-2023,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10000380,120,150,4,4,950
6316,21-01-2022,Standard Class,Corporate,Office Supplies,Labels,OFF-LA-10003930,180,200,2,4,1212
6317,23-07-2022,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10001815,120,140,3,5,2451
6318,08-11-2023,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10004082,20,20,2,4,4671
6319,23-09-2022,Second Class,Corporate,Technology,Phones,TEC-PH-10004071,40,40,5,2,5082
6320,27-02-2023,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10002377,20,30,6,4,4905
6321,07-07-2023,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10001800,10,10,2,5,1521
6322,31-05-2022,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10002764,10,10,3,3,2113
6323,13-11-2022,Second Class,Home Office,Office Supplies,Envelopes,OFF-EN-10004459,20,20,2,3,3884
6324,27-04-2023,Standard Class,Consumer,Technology,Machines,TEC-MA-10000423,60,70,3,3,425
6325,01-09-2023,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10002986,20,30,5,4,3585
6326,11-07-2022,Standard Class,Corporate,Office Supplies,Envelopes,OFF-EN-10001434,180,210,4,2,4547
6327,14-12-2023,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000760,10,10,1,4,143
6328,19-01-2022,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002918,250,270,3,2,4929
6329,02-10-2022,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000605,20,20,5,2,4288
6330,25-07-2023,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10002311,230,250,4,4,1085
6331,06-12-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10003123,60,70,2,5,4095
6332,16-08-2022,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10004456,30,40,3,5,523
6333,15-07-2022,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002268,10,10,3,3,4249
6334,22-08-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004364,30,30,5,4,4105
6335,17-03-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001970,40,50,4,2,88
6336,15-05-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10002954,20,20,5,5,4278
6337,20-06-2023,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10000672,50,50,4,5,2704
6338,13-02-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10004908,290,340,5,5,913
6339,22-02-2022,Standard Class,Corporate,Technology,Phones,TEC-PH-10003095,70,90,4,2,1602
6340,07-04-2023,Standard Class,Corporate,Furniture,Chairs,FUR-CH-10002880,180,220,2,4,5006
6341,21-02-2022,Standard Class,Corporate,Technology,Machines,TEC-MA-10001047,4520,5200,4,5,1661
6342,14-04-2022,First Class,Consumer,Office Supplies,Storage,OFF-ST-10002554,140,160,4,4,584
6343,03-03-2023,First Class,Home Office,Technology,Accessories,TEC-AC-10004469,100,120,3,4,2124
6344,08-12-2022,First Class,Home Office,Office Supplies,Binders,OFF-BI-10000309,20,30,2,2,4612
6345,03-04-2022,First Class,Home Office,Office Supplies,Binders,OFF-BI-10001765,60,70,2,5,1379
6346,10-10-2023,First Class,Home Office,Technology,Phones,TEC-PH-10001619,540,590,3,4,1486
6347,03-10-2022,Same Day,Home Office,Office Supplies,Labels,OFF-LA-10002034,20,20,5,4,3716
6348,02-01-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000309,10,10,1,3,4922
6349,24-05-2023,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000876,40,40,3,2,4383
6350,06-11-2022,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10002573,30,40,2,3,1989
6351,03-04-2023,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10004622,100,110,5,3,4442
6352,17-01-2022,Standard Class,Corporate,Technology,Phones,TEC-PH-10002549,330,360,2,5,4667
6353,11-04-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004209,0,0,1,3,4249
6354,09-05-2022,Standard Class,Corporate,Office Supplies,Appliances,OFF-AP-10001962,10,10,1,4,1221
6355,10-06-2023,Standard Class,Corporate,Technology,Phones,TEC-PH-10002922,310,340,2,2,1927
6356,01-07-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000642,70,80,5,3,1713
6357,12-09-2023,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10001757,20,20,5,5,4104
6358,29-05-2023,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10004621,30,30,4,5,638
6359,24-11-2022,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10002262,10,10,1,5,1891
6360,18-12-2023,Standard Class,Corporate,Technology,Phones,TEC-PH-10004100,80,90,6,3,1879
6361,13-04-2023,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10003582,50,60,2,2,2598
6362,15-08-2023,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10003179,40,50,7,2,2116
6363,13-04-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10001670,140,150,5,3,3748
6364,04-01-2022,Standard Class,Consumer,Technology,Machines,TEC-MA-10002073,880,1040,1,2,4131
6365,04-01-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10003797,40,50,8,2,828
6366,15-09-2022,First Class,Home Office,Technology,Phones,TEC-PH-10004006,40,40,1,2,3728
6367,08-09-2023,First Class,Home Office,Office Supplies,Supplies,OFF-SU-10000646,210,240,1,4,4188
6368,25-01-2023,First Class,Home Office,Technology,Phones,TEC-PH-10002262,100,120,2,2,4057
6369,29-05-2022,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10002082,120,130,5,2,4571
6370,05-05-2023,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10001756,30,40,5,4,2887
6371,23-07-2022,Same Day,Home Office,Furniture,Bookcases,FUR-BO-10002598,90,110,2,5,1732
6372,11-08-2022,Second Class,Home Office,Furniture,Furnishings,FUR-FU-10001934,80,80,4,5,2389
6373,02-07-2023,Second Class,Home Office,Office Supplies,Art,OFF-AR-10001130,10,10,3,2,914
6374,14-01-2022,Second Class,Home Office,Technology,Accessories,TEC-AC-10002049,300,370,3,2,2007
6375,10-05-2022,Standard Class,Corporate,Furniture,Chairs,FUR-CH-10001394,450,560,2,5,469
6376,24-11-2023,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10000798,90,100,5,4,3695
6377,20-01-2023,First Class,Home Office,Office Supplies,Labels,OFF-LA-10000134,0,0,2,4,1129
6378,17-12-2022,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002364,10,10,2,4,178
6379,24-09-2023,Standard Class,Home Office,Technology,Accessories,TEC-AC-10004571,80,100,1,3,219
6380,11-06-2022,Standard Class,Home Office,Office Supplies,Storage,OFF-ST-10003692,240,290,5,2,2833
6381,13-06-2022,Standard Class,Home Office,Office Supplies,Fasteners,OFF-FA-10001883,40,50,8,3,4000
6382,22-05-2022,Standard Class,Consumer,Furniture,Bookcases,FUR-BO-10004015,260,300,5,4,3034
6383,09-03-2022,Standard Class,Consumer,Technology,Phones,TEC-PH-10000141,130,160,4,4,3598
6384,30-05-2022,First Class,Consumer,Office Supplies,Binders,OFF-BI-10001597,30,30,4,3,4999
6385,02-03-2023,First Class,Consumer,Technology,Accessories,TEC-AC-10003628,40,50,2,3,3687
6386,23-10-2022,First Class,Consumer,Technology,Accessories,TEC-AC-10002331,60,60,8,3,3737
6387,23-11-2022,First Class,Consumer,Office Supplies,Binders,OFF-BI-10001098,0,0,1,4,2746
6388,01-06-2022,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001204,10,10,2,3,205
6389,14-09-2023,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000991,190,230,2,2,143
6390,02-06-2023,Standard Class,Corporate,Office Supplies,Envelopes,OFF-EN-10000056,280,310,5,5,4035
6391,09-07-2023,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10003349,10,10,2,2,2100
6392,03-03-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001471,10,10,2,5,2697
6393,12-12-2022,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10003190,10,10,2,3,3465
6394,07-01-2022,Standard Class,Consumer,Office Supplies,Fasteners,OFF-FA-10000621,20,20,6,2,1715
6395,05-04-2022,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10002937,380,400,4,4,4
6396,17-08-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10004507,20,20,1,2,4614
6397,27-01-2022,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000279,20,20,2,3,1738
6398,09-08-2023,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10003651,10,10,2,3,3608
6399,19-07-2022,Standard Class,Home Office,Technology,Phones,TEC-PH-10003601,770,820,5,2,4067
6400,05-03-2023,Standard Class,Home Office,Office Supplies,Labels,OFF-LA-10002195,20,20,8,4,3501
6401,18-03-2022,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10000380,210,230,6,2,3234
6402,09-02-2022,First Class,Consumer,Furniture,Bookcases,FUR-BO-10000330,220,240,2,3,1212
6403,12-04-2023,First Class,Consumer,Office Supplies,Binders,OFF-BI-10000591,0,0,1,4,1035
6404,05-05-2023,First Class,Consumer,Furniture,Furnishings,FUR-FU-10001731,10,10,3,4,1048
6405,12-08-2022,Standard Class,Consumer,Technology,Phones,TEC-PH-10001198,150,180,3,2,216
6406,14-08-2023,Second Class,Corporate,Furniture,Chairs,FUR-CH-10002331,510,570,2,3,2042
6407,05-01-2023,Second Class,Corporate,Office Supplies,Storage,OFF-ST-10002370,120,150,7,4,1
6408,01-06-2023,First Class,Consumer,Furniture,Chairs,FUR-CH-10003981,770,900,5,3,1901
6409,27-08-2022,First Class,Consumer,Office Supplies,Art,OFF-AR-10001446,40,50,5,2,422
6410,25-09-2022,First Class,Consumer,Office Supplies,Paper,OFF-PA-10000300,50,50,3,3,3871
6411,12-02-2023,First Class,Consumer,Technology,Phones,TEC-PH-10004071,10,10,1,2,2044
6412,30-03-2022,First Class,Consumer,Office Supplies,Paper,OFF-PA-10003134,70,80,2,4,209
6413,12-07-2023,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10002735,90,100,3,4,3127
6414,13-02-2022,Standard Class,Home Office,Technology,Accessories,TEC-AC-10004510,90,100,6,2,3064
6415,02-07-2022,Second Class,Home Office,Office Supplies,Binders,OFF-BI-10004099,10,10,5,5,4767
6416,26-02-2022,Same Day,Corporate,Office Supplies,Paper,OFF-PA-10003395,70,80,1,3,835
6417,01-06-2023,Standard Class,Consumer,Technology,Phones,TEC-PH-10002890,100,110,4,5,4199
6418,15-06-2022,Standard Class,Consumer,Office Supplies,Fasteners,OFF-FA-10004968,10,10,2,3,520
6419,22-05-2023,Standard Class,Corporate,Office Supplies,Supplies,OFF-SU-10001218,20,20,2,3,3806
6420,04-03-2023,Standard Class,Corporate,Furniture,Chairs,FUR-CH-10002084,320,370,3,5,3430
6421,11-01-2022,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10004269,10,10,3,4,461
6422,01-08-2023,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10001128,300,330,3,4,4185
6423,05-05-2022,Standard Class,Corporate,Technology,Accessories,TEC-AC-10002006,90,110,7,4,3436
6424,10-08-2022,First Class,Home Office,Furniture,Chairs,FUR-CH-10003956,410,450,8,4,3894
6425,16-12-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000552,20,20,3,2,1242
6426,07-06-2023,Standard Class,Consumer,Technology,Copiers,TEC-CO-10004722,7310,8400,4,3,469
6427,02-10-2023,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004308,10,10,1,3,2228
6428,26-03-2023,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000029,10,10,2,2,4302
6429,11-06-2022,Standard Class,Consumer,Technology,Phones,TEC-PH-10004080,100,120,3,3,4988
6430,09-07-2022,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10001558,30,30,2,5,1229
6431,11-10-2023,Standard Class,Consumer,Furniture,Tables,FUR-TA-10001768,870,950,6,3,798
