Customer ID,Age,Gender,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
76,64,Male,85,Utah,M,Blue,Summer,2.7,Yes,Yes,21,Credit Card,Annually
117,55,Male,86,Virginia,S,Blue,Spring,3.4,Yes,Yes,12,Venmo,Annually
1566,58,Male,93,Idaho,L,Peach,Fall,4.2,No,Yes,48,PayPal,Annually
706,25,Male,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Yes,49,Cash,Quarterly
2014,39,Male,70,Virginia,M,Peach,Winter,4.9,No,No,25,Debit Card,Quarterly
3487,51,Female,89,North Carolina,L,Charcoal,Winter,4.9,No,No,6,PayPal,Weekly
1753,34,Male,29,South Dakota,L,Blue,Winter,3.3,No,No,14,Venmo,Quarterly
3660,27,Female,77,Illinois,S,Gray,Fall,4.9,No,No,46,Bank Transfer,Annually
2591,57,Male,66,California,M,Turquoise,Summer,5,No,No,35,Venmo,Annually
5045,60,Male,476.36,Houston,M,Black,Spring,4,No,No,2,Cash,Monthly
1435,59,Male,64,New York,L,Maroon,Summer,4.6,No,Yes,21,Debit Card,Bi-Weekly
4158,24,Female,,Chicago,L,Red,Autumn,,No,Yes,,Debit Card,Monthly
2563,57,Male,62,Arizona,XL,Yellow,Spring,4.7,No,No,27,Cash,Fortnightly
2307,27,Male,78,Florida,L,Silver,Winter,3.4,No,No,8,Cash,Bi-Weekly
1707,37,Male,87,North Dakota,M,Brown,Spring,3,No,No,25,Venmo,Fortnightly
2688,61,Female,75,Delaware,M,White,Fall,3.6,No,No,12,Debit Card,Bi-Weekly
1428,31,Male,90,South Dakota,S,Orange,Summer,4.9,No,Yes,8,Credit Card,Annually
2503,46,Male,47,Idaho,L,Pink,Spring,4.1,No,No,17,PayPal,Every 3 Months
1821,19,Male,94,Washington,XL,Gold,Fall,5,No,No,31,PayPal,Monthly
724,35,Male,53,Missouri,L,Cyan,Fall,3.5,Yes,Yes,43,PayPal,Monthly
1111,28,Male,61,Texas,L,Cyan,Fall,3,No,Yes,31,Cash,Bi-Weekly
1286,64,Male,99,North Carolina,M,Charcoal,Fall,3.5,No,Yes,45,Bank Transfer,Fortnightly
3722,62,Female,60,Connecticut,L,Pink,Fall,4,No,No,10,Cash,Annually
2111,52,Male,93,Montana,L,Cyan,Spring,3.9,No,No,36,Debit Card,Every 3 Months
4958,28,Female,,New York,L,Red,Winter,2,No,Yes,,PayPal,Monthly
4345,43,Male,95.29,New York,M,Blue,Summer,,Yes,Yes,50,Credit Card,Monthly
3059,41,Female,74,West Virginia,S,Orange,Winter,3.8,No,No,3,Bank Transfer,Fortnightly
1672,31,Male,22,Utah,M,Olive,Winter,4,No,Yes,25,Bank Transfer,Weekly
2247,49,Male,96,Hawaii,M,Cyan,Fall,4.3,No,No,39,PayPal,Every 3 Months
1382,30,Male,86,Illinois,L,Green,Winter,2.9,No,Yes,48,Venmo,Quarterly
3604,45,Female,51,Louisiana,M,Gold,Spring,2.7,No,No,5,Cash,Weekly
3188,67,Female,72,Texas,L,Indigo,Winter,3.2,No,No,28,Debit Card,Weekly
1640,41,Male,65,Missouri,L,Blue,Summer,3.3,No,Yes,50,PayPal,Annually
1255,54,Male,56,California,XL,Black,Spring,3.3,No,Yes,2,Credit Card,Bi-Weekly
2550,41,Male,60,Virginia,M,Red,Fall,2.7,No,No,11,Debit Card,Every 3 Months
3571,23,Female,97,Louisiana,XL,Teal,Winter,4.7,No,No,32,Debit Card,Annually
500,36,Male,99,Rhode Island,L,Silver,Winter,4.8,Yes,Yes,24,PayPal,Monthly
561,25,Male,48,Louisiana,L,Red,Fall,,Yes,Yes,12,Debit Card,Annually
4770,65,Male,1273.35,Chicago,L,White,Spring,,No,Yes,,Debit Card,Monthly
3039,56,Female,39,Georgia,M,Brown,Summer,4.2,No,No,36,Debit Card,Annually
4615,29,Female,,Los Angeles,,Black,Spring,4,No,No,,Debit Card,Weekly
4212,45,Other,,Chicago,L,Black,Winter,,Yes,No,30,PayPal,Weekly
430,42,Male,94,Washington,M,Gold,Winter,4.1,Yes,Yes,21,Cash,Fortnightly
899,54,Male,70,Nevada,L,Red,Spring,3.5,Yes,Yes,19,Bank Transfer,Every 3 Months
4327,68,Other,,Phoenix,L,Green,Autumn,5,No,Yes,,PayPal,Quarterly
1308,23,Male,32,Missouri,L,Black,Summer,3.1,No,Yes,43,PayPal,Annually
2624,49,Male,76,Massachusetts,M,Gold,Fall,4.8,No,No,38,Cash,Annually
256,43,Male,20,Maryland,M,Charcoal,Spring,4.2,Yes,Yes,25,Debit Card,Annually
4172,55,Male,187.11,Phoenix,M,Red,Summer,1,No,Yes,,Credit Card,Monthly
2395,40,Male,47,Connecticut,L,Peach,Fall,2.9,No,No,23,Debit Card,Fortnightly
2509,23,Male,90,California,XL,Indigo,Spring,3.1,No,No,5,Debit Card,Bi-Weekly
4175,46,Other,1233.29,Houston,S,Blue,Spring,,No,Yes,8,Credit Card,Monthly
4692,57,Other,,Houston,,White,Summer,5,Yes,No,18,Debit Card,Weekly
242,36,Male,88,Delaware,M,Peach,Winter,4.1,Yes,Yes,43,Venmo,Bi-Weekly
2169,23,Male,74,Connecticut,M,Beige,Spring,4.1,No,No,32,Cash,Quarterly
3729,62,Female,31,Vermont,L,Red,Winter,3,No,No,1,Debit Card,Annually
3863,56,Female,49,Idaho,L,Turquoise,Winter,2.8,No,No,9,Venmo,Monthly
4452,28,Female,765.68,Los Angeles,,Red,Autumn,,Yes,Yes,,Credit Card,Monthly
3470,36,Female,85,North Dakota,L,Magenta,Fall,3.3,No,No,12,Cash,Annually
4819,41,Male,,Chicago,,Red,Autumn,4,No,Yes,,Debit Card,Monthly
3337,39,Female,45,Montana,M,Brown,Fall,4,No,No,24,Debit Card,Annually
1162,63,Male,52,Oklahoma,S,Orange,Fall,3.1,No,Yes,37,PayPal,Monthly
71,22,Male,29,Alabama,M,Magenta,Fall,4.2,Yes,Yes,32,Debit Card,Every 3 Months
4816,70,Other,,Los Angeles,S,Black,Winter,3,Yes,No,10,Credit Card,Quarterly
662,57,Male,68,Iowa,XL,Green,Fall,4.1,Yes,Yes,39,Credit Card,Quarterly
2977,30,Female,97,Nebraska,M,Silver,Summer,2.8,No,No,28,Cash,Fortnightly
1343,57,Male,43,Arizona,XL,Yellow,Summer,3.4,No,Yes,11,Bank Transfer,Monthly
4807,39,Female,614.56,Los Angeles,M,Black,Autumn,,Yes,Yes,,Debit Card,Quarterly
4159,59,Male,,Los Angeles,XL,White,Autumn,,Yes,No,,Cash,Monthly
649,22,Male,31,Michigan,M,Brown,Winter,4.1,Yes,Yes,35,Credit Card,Weekly
1231,25,Male,80,Illinois,L,Brown,Spring,,No,Yes,49,Venmo,Monthly
4371,67,Other,617.37,Houston,L,Black,Winter,3,No,Yes,0,Debit Card,Quarterly
3308,18,Female,36,Pennsylvania,S,Green,Winter,4,No,No,1,Cash,Monthly
212,69,Male,92,South Dakota,L,Maroon,Fall,4.2,Yes,Yes,45,Debit Card,Fortnightly
58,21,Male,64,West Virginia,M,White,Summer,4.4,Yes,Yes,17,Debit Card,Fortnightly
2888,23,Female,28,Kentucky,L,Blue,Winter,2.8,No,No,12,Cash,Bi-Weekly
3117,50,Female,66,Montana,L,Gray,Spring,3.7,No,No,1,Venmo,Weekly
3114,46,Female,93,Nebraska,L,Green,Summer,2.6,No,No,2,Debit Card,Weekly
138,68,Male,43,Colorado,M,Turquoise,Spring,4.7,Yes,Yes,38,PayPal,Weekly
424,46,Male,26,New York,L,Teal,Spring,3,Yes,Yes,21,Credit Card,Bi-Weekly
1829,33,Male,80,New Hampshire,L,Gray,Spring,3.9,No,No,45,Cash,Every 3 Months
4548,66,Female,1342.17,New York,L,Black,Summer,,No,Yes,11,Credit Card,Monthly
3643,47,Female,71,Arizona,L,Maroon,Summer,4.4,No,No,5,PayPal,Annually
2942,38,Female,86,Pennsylvania,L,Purple,Spring,3.7,No,No,27,PayPal,Monthly
48,55,Male,54,Montana,M,Charcoal,Winter,4.5,Yes,Yes,36,Cash,Weekly
2265,51,Male,92,North Dakota,M,Turquoise,Summer,3.9,No,No,50,PayPal,Monthly
4976,32,Female,1171.49,New York,L,Black,Autumn,,No,Yes,49,Debit Card,Weekly
1741,69,Male,21,Wisconsin,L,Charcoal,Fall,3.3,No,No,10,Bank Transfer,Every 3 Months
3020,19,Female,44,Utah,M,Yellow,Winter,3.9,No,No,15,PayPal,Annually
1945,30,Male,45,Arkansas,M,Gold,Winter,2.7,No,No,49,Cash,Every 3 Months
661,50,Male,79,Montana,M,Olive,Fall,5,Yes,Yes,39,Credit Card,Quarterly
2561,58,Male,62,California,M,Violet,Spring,2.7,No,No,17,Debit Card,Bi-Weekly
1929,25,Male,92,Mississippi,S,Lavender,Summer,3.7,No,No,10,PayPal,Weekly
4416,32,Male,540.78,New York,,Black,Spring,1,No,No,,Credit Card,Monthly
1340,36,Male,56,Indiana,L,Olive,Winter,5,No,Yes,5,Bank Transfer,Every 3 Months
972,47,Male,67,Indiana,M,Cyan,Summer,4.3,Yes,Yes,15,Credit Card,Weekly
3510,50,Female,22,Ohio,L,Brown,Winter,4.3,No,No,43,Venmo,Bi-Weekly
3324,54,Female,78,North Dakota,M,Yellow,Winter,3.8,No,No,4,Credit Card,Monthly
3397,29,Female,37,Tennessee,XL,Black,Winter,5,No,No,5,PayPal,Quarterly
1904,59,Male,63,North Carolina,M,Gold,Summer,3.3,No,No,37,Bank Transfer,Weekly
1583,28,Male,41,Hawaii,L,Red,Spring,2.5,No,Yes,39,Cash,Monthly
1717,69,Male,47,Connecticut,,Cyan,Winter,4.7,No,No,30,Cash,Every 3 Months
4907,67,Female,1258.57,Chicago,L,White,Winter,4,No,No,,Credit Card,Quarterly
339,69,Male,79,Massachusetts,M,Silver,Winter,3.5,Yes,Yes,16,Cash,Weekly
604,31,Male,46,Massachusetts,L,Green,Winter,3.4,Yes,Yes,26,PayPal,Every 3 Months
556,63,Male,,Maine,M,White,Fall,4.8,Yes,Yes,37,Venmo,Annually
1555,64,Male,48,Utah,S,Lavender,Winter,2.7,No,Yes,18,Cash,Bi-Weekly
4952,27,Male,139.43,Phoenix,L,Black,Autumn,,Yes,No,4,PayPal,Weekly
2542,33,Male,58,Washington,M,Silver,Spring,2.7,No,No,13,Venmo,Every 3 Months
1206,52,Male,99,California,M,Olive,Spring,3.5,No,Yes,38,Bank Transfer,Fortnightly
3472,43,Female,66,North Carolina,S,Blue,Spring,3.1,No,No,31,Cash,Bi-Weekly
2459,66,Male,85,Texas,L,Turquoise,Fall,4.6,No,No,17,Bank Transfer,Weekly
1117,67,Male,96,Hawaii,M,Charcoal,Winter,4.2,No,Yes,39,PayPal,Fortnightly
3300,45,Female,32,South Dakota,L,Teal,Spring,4,No,No,18,Venmo,Monthly
1830,30,Male,96,Oregon,M,White,Spring,4.9,No,No,50,Credit Card,Quarterly
759,66,Male,71,Massachusetts,L,Peach,Summer,4.6,Yes,Yes,39,Bank Transfer,Every 3 Months
1963,40,Male,45,Iowa,M,Silver,Fall,4.4,No,No,20,PayPal,Fortnightly
376,59,Male,32,Oklahoma,M,Olive,Summer,4.4,Yes,Yes,6,Debit Card,Quarterly
1770,32,Male,75,Alaska,L,Brown,Winter,4.3,No,No,45,Cash,Monthly
2268,32,Male,49,Kentucky,S,Blue,Spring,3.8,No,No,37,Venmo,Weekly
1090,40,Male,61,Arizona,M,Silver,Spring,3.8,No,Yes,33,PayPal,Bi-Weekly
265,36,Male,78,Colorado,S,Charcoal,Fall,3.9,Yes,Yes,15,Cash,Annually
3718,45,Female,85,Maryland,XL,White,Summer,4.2,No,No,47,Bank Transfer,Every 3 Months
4987,67,Female,,Chicago,S,Green,Summer,4,No,Yes,,Cash,Weekly
4255,68,Male,,Phoenix,S,Blue,Summer,1,Yes,No,49,PayPal,Quarterly
4020,60,Female,1247.31,Houston,S,White,Winter,,No,Yes,20,PayPal,Quarterly
2170,31,Male,42,Florida,M,Brown,Fall,2.9,No,No,32,Bank Transfer,Bi-Weekly
3406,28,Female,87,Washington,M,White,Summer,4.2,No,No,47,Bank Transfer,Bi-Weekly
3659,28,Female,72,Mississippi,M,Magenta,Fall,4.6,No,No,18,PayPal,Fortnightly
3460,68,Female,37,Ohio,L,Green,Fall,3.8,No,No,21,PayPal,Annually
2215,50,Male,100,Idaho,L,Gold,Fall,4.1,No,No,20,Debit Card,Weekly
408,45,Male,76,North Carolina,XL,Teal,Spring,3.1,Yes,Yes,5,Credit Card,Bi-Weekly
2076,46,Male,28,South Carolina,S,Turquoise,Fall,4.7,No,No,49,Debit Card,Monthly
469,34,Male,38,Georgia,S,Peach,Fall,5,Yes,Yes,16,Cash,Quarterly
4321,70,Female,384.3,Chicago,,Blue,Winter,5,Yes,Yes,8,Debit Card,Monthly
2034,57,Male,55,Illinois,L,Olive,Summer,3.6,No,No,33,Venmo,Annually
2172,39,Male,98,Missouri,M,Yellow,Summer,4.6,No,No,9,Cash,Fortnightly
1668,51,Male,40,Oklahoma,L,Brown,Winter,3.4,No,Yes,24,Bank Transfer,Every 3 Months
673,59,Male,53,Washington,M,Peach,Winter,3.3,Yes,Yes,29,Cash,Quarterly
2144,53,Male,66,Arkansas,L,Red,Fall,3.8,No,No,48,Venmo,Bi-Weekly
4538,42,Female,763,Phoenix,L,Black,Autumn,,No,No,,Credit Card,Monthly
4818,23,Male,,Chicago,,White,Spring,1,Yes,No,,Debit Card,Weekly
2322,50,Male,31,Colorado,M,Beige,Winter,3,No,No,27,Debit Card,Fortnightly
2121,53,Male,98,Missouri,S,Red,Fall,3.1,No,No,38,PayPal,Quarterly
3160,62,Female,89,Louisiana,L,Pink,Winter,2.9,No,No,4,Bank Transfer,Quarterly
3350,35,Female,79,Georgia,M,Red,Fall,2.8,No,No,29,PayPal,Quarterly
2738,57,Female,76,North Carolina,S,Indigo,Spring,4.4,No,No,35,Cash,Every 3 Months
1755,66,Male,93,Massachusetts,S,Beige,Fall,3.8,No,No,18,Credit Card,Fortnightly
4325,56,Male,1396.89,New York,M,White,Summer,,Yes,Yes,,Credit Card,Weekly
4505,67,Female,,Chicago,M,Green,Summer,3,No,No,24,Debit Card,Weekly
271,33,Male,52,North Dakota,XL,Orange,Fall,4.6,Yes,Yes,16,Bank Transfer,Annually
3749,34,Female,25,Delaware,M,Violet,Fall,3.9,No,No,3,Venmo,Annually
2711,69,Female,51,Wisconsin,L,Purple,Summer,4.7,No,No,3,Bank Transfer,Fortnightly
2259,24,Male,71,Ohio,L,Cyan,Winter,4.3,No,No,44,Credit Card,Every 3 Months
2678,45,Female,43,Connecticut,L,Olive,Spring,3.8,No,No,6,PayPal,Every 3 Months
1778,18,Male,44,Minnesota,L,Purple,Winter,4.7,No,No,4,Cash,Fortnightly
3241,56,Female,37,West Virginia,M,Violet,Fall,3.8,No,No,37,Bank Transfer,Monthly
4856,65,Female,,Los Angeles,M,Blue,Spring,,Yes,Yes,46,Debit Card,Weekly
613,67,Male,43,New Hampshire,L,Lavender,Fall,4.6,Yes,Yes,33,Credit Card,Quarterly
4710,39,Other,1298.66,Phoenix,L,Black,Autumn,4,Yes,No,19,Debit Card,Monthly
4673,19,Other,,Houston,,White,Winter,,Yes,No,38,Cash,Quarterly
4488,48,Other,1375.93,Chicago,L,Green,Spring,,Yes,No,,Cash,Monthly
3428,39,Female,38,Michigan,XL,Turquoise,Winter,2.5,No,No,44,Cash,Annually
576,58,Male,86,Nebraska,M,Peach,Fall,4.8,Yes,Yes,38,PayPal,Monthly
1690,32,Male,73,North Carolina,L,Turquoise,Winter,4.6,No,No,32,Bank Transfer,Monthly
4035,67,Male,163.69,Houston,M,Red,Summer,,Yes,No,,Cash,Monthly
4280,54,Male,,Houston,,Black,Winter,4,No,No,2,PayPal,Weekly
4259,69,Male,,New York,M,Black,Spring,,Yes,No,,PayPal,Weekly
4293,27,Other,,Houston,M,White,Summer,4,Yes,Yes,,PayPal,Quarterly
19,52,Male,48,Montana,S,Black,Summer,4.6,Yes,Yes,17,Cash,Weekly
731,48,Male,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Yes,28,Venmo,Fortnightly
786,46,Male,62,Louisiana,S,Purple,Spring,4,Yes,Yes,37,PayPal,Fortnightly
1742,41,Male,51,Delaware,XL,Teal,Winter,3.6,No,No,20,Bank Transfer,Monthly
4672,53,Other,620,Chicago,XL,Green,Autumn,1,Yes,Yes,11,Cash,Monthly
3029,62,Female,100,California,L,Charcoal,Summer,3,No,No,7,PayPal,Every 3 Months
3314,55,Female,30,Kansas,XL,Black,Fall,3.9,No,No,45,Credit Card,Monthly
4769,28,Male,,Houston,L,Black,Summer,,No,No,,Cash,Quarterly
2108,46,Male,75,Delaware,M,Black,Winter,3.3,No,No,35,PayPal,Quarterly
1031,58,Male,89,Kentucky,L,Blue,Winter,3.3,Yes,Yes,37,Debit Card,Quarterly
689,25,Male,59,Michigan,S,Peach,Summer,4.7,Yes,Yes,44,Venmo,Monthly
311,56,Male,85,Montana,M,Charcoal,Winter,4.6,Yes,Yes,50,Cash,Fortnightly
2359,53,Male,93,Texas,L,Pink,Spring,3.8,No,No,38,Credit Card,Quarterly
15,64,Male,53,New York,L,Teal,Winter,4.7,Yes,Yes,34,Debit Card,Weekly
1709,35,Male,58,Florida,L,Cyan,Spring,3.2,No,No,1,Credit Card,Quarterly
1299,29,Male,81,Indiana,S,Indigo,Summer,3,No,Yes,14,Bank Transfer,Fortnightly
388,45,Male,93,Georgia,L,Silver,Summer,4.6,Yes,Yes,38,PayPal,Fortnightly
4629,57,Male,1370.64,Chicago,,Green,Autumn,,Yes,Yes,,Cash,Weekly
4678,70,Female,1250.57,Houston,L,Red,Summer,,No,Yes,,Cash,Weekly
3558,52,Female,26,Nevada,M,Peach,Summer,4.9,No,No,1,PayPal,Every 3 Months
2404,64,Male,22,Missouri,M,Magenta,Fall,4.4,No,No,40,Debit Card,Weekly
3613,47,Female,29,Michigan,M,Teal,Summer,3.6,No,No,26,Cash,Every 3 Months
334,39,Male,64,Alaska,M,Teal,Winter,4.5,Yes,Yes,15,Bank Transfer,Bi-Weekly
4326,44,Other,,Houston,,Green,Summer,1,No,Yes,31,Credit Card,Weekly
2926,54,Female,91,Illinois,M,Maroon,Spring,2.8,No,No,43,Credit Card,Every 3 Months
465,23,Male,52,Alabama,M,Silver,Winter,4.7,Yes,Yes,45,PayPal,Monthly
2370,24,Male,23,Vermont,M,Cyan,Winter,4.6,No,No,24,PayPal,Monthly
2406,69,Male,97,California,XL,Silver,Fall,5,No,No,5,Debit Card,Quarterly
3651,51,Female,60,Ohio,M,Silver,Summer,3.5,No,No,3,PayPal,Annually
233,54,Male,27,Hawaii,L,Purple,Winter,4.2,Yes,Yes,32,Bank Transfer,Bi-Weekly
2601,21,Male,83,New York,M,Gray,Fall,3.9,No,No,6,Bank Transfer,Bi-Weekly
735,65,Male,69,New Jersey,S,Violet,Winter,3.1,Yes,Yes,39,Bank Transfer,Every 3 Months
4194,46,Female,707.33,Houston,L,Blue,Spring,5,No,No,49,Debit Card,Weekly
3334,55,Female,35,Minnesota,M,Violet,Spring,4.2,No,No,3,PayPal,Monthly
3421,19,Female,60,Kentucky,M,Purple,Winter,3.4,No,No,35,PayPal,Bi-Weekly
5086,22,Male,1156.06,New York,L,Blue,Winter,3,No,No,18,Cash,Weekly
3452,32,Female,73,Nevada,XL,Silver,Fall,3,No,No,13,Credit Card,Annually
2421,41,Male,87,North Carolina,S,Green,Winter,4.2,No,No,28,PayPal,Annually
2621,27,Male,23,Ohio,S,Lavender,Winter,3,No,No,28,Debit Card,Annually
2555,51,Male,68,Kansas,M,Gray,Summer,4.3,No,No,49,Debit Card,Bi-Weekly
4497,63,Female,1127.02,New York,L,Black,Winter,4,No,Yes,,Credit Card,Quarterly
4385,59,Female,,Houston,L,White,Spring,,Yes,Yes,18,Cash,Quarterly
1736,58,Male,34,Texas,M,Purple,Winter,3.6,No,No,31,Venmo,Annually
1495,43,Male,76,Montana,M,Gray,Spring,3,No,Yes,23,Bank Transfer,Fortnightly
1545,30,Male,24,Arkansas,M,Maroon,Spring,3.9,No,Yes,17,Debit Card,Bi-Weekly
4477,40,Male,,Phoenix,S,Blue,Autumn,3,Yes,Yes,7,PayPal,Monthly
2792,43,Female,60,Iowa,M,Yellow,Fall,2.8,No,No,14,Venmo,Fortnightly
4897,51,Male,,Houston,S,White,Spring,,Yes,No,,Cash,Monthly
1123,70,Male,62,North Carolina,S,Charcoal,Spring,4.3,No,Yes,12,Credit Card,Annually
4398,62,Other,722.19,Chicago,M,Black,Winter,2,Yes,No,,Credit Card,Monthly
5094,19,Male,1009.06,Los Angeles,,White,Winter,1,No,No,,Cash,Weekly
4551,64,Other,,New York,,Red,Autumn,,Yes,No,37,Debit Card,Quarterly
637,41,Male,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Yes,14,Bank Transfer,Every 3 Months
2991,69,Female,91,Illinois,M,Teal,Fall,4.2,No,No,24,Venmo,Monthly
1026,60,Male,84,Nebraska,M,Olive,Winter,4.9,Yes,Yes,15,Credit Card,Annually
437,40,Male,46,Tennessee,L,Cyan,Summer,4.6,Yes,Yes,41,Bank Transfer,Weekly
1680,60,Male,52,Massachusetts,S,Black,Fall,4.5,No,No,24,Debit Card,Bi-Weekly
4823,40,Male,147.41,Houston,L,White,Spring,3,No,No,,PayPal,Weekly
4922,27,Male,,Houston,,Black,Winter,,Yes,Yes,,Credit Card,Monthly
4519,39,Female,294.87,New York,L,Black,Summer,1,No,Yes,,Credit Card,Quarterly
4758,45,Female,,Houston,M,Green,Summer,3,No,No,,Cash,Weekly
3280,59,Female,50,Wyoming,S,Red,Fall,3,No,No,1,Debit Card,Fortnightly
3527,20,Female,99,Massachusetts,M,Olive,Spring,3.8,No,No,1,PayPal,Every 3 Months
4010,49,Female,371.9,New York,S,White,Autumn,,No,No,7,Credit Card,Quarterly
4307,57,Male,,Los Angeles,M,Red,Summer,,Yes,No,36,PayPal,Weekly
2269,66,Male,26,Georgia,L,Charcoal,Spring,2.7,No,No,15,Bank Transfer,Monthly
4836,66,Male,,Houston,L,Red,Winter,5,Yes,Yes,,Credit Card,Monthly
326,70,Male,70,Vermont,M,Charcoal,Winter,4.3,Yes,Yes,38,Debit Card,Annually
4001,28,Other,484.3,Los Angeles,,Green,Spring,,No,Yes,,PayPal,Monthly
1985,26,Male,58,West Virginia,M,Black,Summer,3.4,No,No,26,PayPal,Fortnightly
4954,18,Male,1445.84,Houston,,Green,Autumn,1,No,No,41,Credit Card,Monthly
3449,18,Female,28,Kentucky,S,Yellow,Winter,4.1,No,No,32,Bank Transfer,Fortnightly
1795,60,Male,40,Ohio,L,Indigo,Spring,3.7,No,No,21,Debit Card,Fortnightly
4362,64,Male,,Chicago,,Red,Winter,1,Yes,Yes,,Cash,Quarterly
1467,58,Male,71,Alabama,M,Green,Summer,4.5,No,Yes,3,PayPal,Annually
3186,52,Female,71,Ohio,L,Gold,Fall,4.7,No,No,6,PayPal,Annually
4453,24,Female,,Houston,M,Green,Summer,,Yes,Yes,47,Cash,Monthly
69,57,Male,46,Utah,L,Silver,Summer,3.9,Yes,Yes,21,Cash,Every 3 Months
863,19,Male,84,Arkansas,M,Charcoal,Winter,4.9,Yes,Yes,13,PayPal,Fortnightly
2887,42,Female,33,Utah,L,Blue,Spring,4.2,No,No,29,PayPal,Weekly
1197,30,Male,88,North Dakota,M,Maroon,Winter,3.2,No,Yes,13,Bank Transfer,Bi-Weekly
56,40,Male,28,South Carolina,M,Lavender,Winter,3,Yes,Yes,49,Credit Card,Annually
618,50,Male,57,Colorado,M,Maroon,Fall,2.6,Yes,Yes,2,Bank Transfer,Quarterly
4451,20,Female,,Chicago,L,Red,Summer,3,No,No,,Debit Card,Monthly
4802,58,Female,178.72,Phoenix,S,White,Summer,3,No,No,,PayPal,Quarterly
1142,39,Male,33,Ohio,S,Silver,Winter,4.7,No,Yes,23,PayPal,Fortnightly
1237,42,Male,68,New Mexico,M,White,Summer,4.4,No,Yes,35,Debit Card,Every 3 Months
2987,62,Female,85,Arizona,S,Silver,Summer,3.3,No,No,16,Credit Card,Monthly
2341,63,Male,24,Delaware,M,Cyan,Summer,2.6,No,No,37,Credit Card,Fortnightly
480,39,Male,84,Iowa,L,Yellow,Winter,3.3,Yes,Yes,43,Venmo,Monthly
1088,45,Male,71,West Virginia,S,White,Winter,3.4,No,Yes,7,Bank Transfer,Monthly
120,38,Male,76,Wyoming,M,Orange,Fall,4.3,Yes,Yes,44,Cash,Annually
398,22,Male,46,Mississippi,M,Indigo,Fall,3,Yes,Yes,26,Cash,Annually
2101,68,Male,31,Michigan,M,Silver,Spring,4.4,No,No,36,Cash,Fortnightly
1336,56,Male,49,Nevada,M,Lavender,Fall,4.8,No,Yes,26,Credit Card,Weekly
4154,54,Male,956.35,Los Angeles,,Red,Spring,1,Yes,Yes,,Credit Card,Monthly
2522,29,Male,33,Minnesota,M,Magenta,Fall,4.4,No,No,18,PayPal,Every 3 Months
4736,46,Other,1163.75,Phoenix,,Red,Autumn,1,Yes,Yes,,Credit Card,Monthly
2779,70,Female,57,Pennsylvania,L,Yellow,Spring,3.2,No,No,24,Credit Card,Bi-Weekly
132,28,Male,29,Maine,L,Indigo,Summer,3.9,Yes,Yes,46,Credit Card,Weekly
361,51,Male,30,Rhode Island,M,Teal,Summer,3,Yes,Yes,18,Debit Card,Fortnightly
4423,66,Female,,Los Angeles,XL,Blue,Spring,2,Yes,No,6,PayPal,Monthly
4963,27,Female,,Phoenix,M,Red,Autumn,,No,Yes,,Credit Card,Quarterly
297,25,Male,74,Indiana,S,Lavender,Spring,4.8,Yes,Yes,19,Credit Card,Weekly
2199,57,Male,80,New York,L,Turquoise,Summer,3.5,No,No,35,Venmo,Monthly
2426,58,Male,49,North Dakota,S,Olive,Summer,3,No,No,34,Bank Transfer,Quarterly
970,40,Male,31,California,S,Pink,Fall,3.2,Yes,Yes,37,PayPal,Monthly
4413,26,Other,,Phoenix,M,Black,Spring,,Yes,No,24,Debit Card,Weekly
1173,59,Male,68,Oregon,L,Peach,Spring,4.6,No,Yes,42,Bank Transfer,Bi-Weekly
417,36,Male,55,Oregon,L,Olive,Spring,3.8,Yes,Yes,24,Bank Transfer,Fortnightly
4043,65,Male,196.43,Los Angeles,,Blue,Summer,,No,Yes,,Debit Card,Quarterly
4595,47,Male,,Houston,S,White,Summer,,No,Yes,32,Cash,Quarterly
1361,56,Male,43,Alabama,L,Black,Fall,2.8,No,Yes,4,Bank Transfer,Annually
596,30,Male,77,Delaware,M,Silver,Summer,3.6,Yes,Yes,47,PayPal,Quarterly
3204,63,Female,29,New Jersey,L,Teal,Spring,4.1,No,No,14,Venmo,Annually
3104,27,Female,37,Illinois,S,Peach,Winter,3,No,No,42,Bank Transfer,Weekly
1700,20,Male,67,North Dakota,L,Teal,Spring,4,No,No,34,Debit Card,Annually
1937,70,Male,60,Minnesota,S,Teal,Summer,4.3,No,No,44,PayPal,Every 3 Months
3276,43,Female,88,Alabama,XL,Green,Summer,2.6,No,No,2,Debit Card,Weekly
4,21,Male,90,Rhode Island,M,Maroon,Spring,3.5,Yes,Yes,49,PayPal,Weekly
2847,50,Female,36,Oklahoma,XL,Black,Fall,2.8,No,No,15,PayPal,Bi-Weekly
2598,60,Male,25,Alabama,XL,Teal,Summer,4.4,No,No,13,Venmo,Bi-Weekly
61,50,Male,37,Idaho,L,Brown,Summer,4,Yes,Yes,17,Cash,Weekly
3042,48,Female,79,Rhode Island,M,Orange,Winter,4,No,No,27,PayPal,Monthly
5003,47,Other,,Phoenix,M,Green,Summer,4,No,No,,Credit Card,Monthly
